XY/2009-10/2869	14-Jan-2009	44.10
XY/2009-10/2878	15-Jan-2009	181.80
XY/2009-10/2893	16-Jan-2009	40.00
XY/2009-10/2801	17-Jan-2009	64.70
XY/2009-10/2813	19-Jan-2009	28.20
XY/2009-10/2824	20-Jan-2009	28.00
XY/2009-10/2840	21-Jan-2009	28.00
XY/2009-10/2852	22-Jan-2009	29.10
XY/2009-10/2866	23-Jan-2009	26.70
XY/2009-10/2882	25-Jan-2009	14.50
XY/2009-10/2889	27-Jan-2009	35.20
XY/2009-10/2806	28-Jan-2009	24.20
XY/2009-10/2828	29-Jan-2009	27.00
XY/2009-10/2835	30-Jan-2009	27.50
